gemeente;soort;jaar;verkiezing;"verkiezing-
partij";p;partij;w;sb;stemmen;opmerking
Leiden;EP;2014;EP2014;EP2014-17;17;ikkiesvooreerlijk.eu;5;44;0;
Leiden;EP;2014;EP2014;EP2014-18;18;Partij voor de Dieren;5;44;22;
Leiden;EP;2014;EP2014;EP2014-19;19;Aandacht en Eenvoud;5;44;1;
Leiden;EP;2014;EP2014;EP2014-1;1;CDA - Europese Volkspartij;5;45;86;
Leiden;EP;2014;EP2014;EP2014-2;2;PVV (Partij voor de Vrijheid);5;45;99;
Leiden;EP;2014;EP2014;EP2014-3;3;P.v.d.A./Europese Sociaaldemocraten;5;45;93;
Leiden;EP;2014;EP2014;EP2014-4;4;VVD;5;45;77;
Leiden;EP;2014;EP2014;EP2014-5;5;Democraten 66 (D66) - ALDE;5;45;180;
Leiden;EP;2014;EP2014;EP2014-6;6;GROENLINKS;5;45;79;
Leiden;EP;2014;EP2014;EP2014-7;7;SP (Socialistische Partij);5;45;93;
Leiden;EP;2014;EP2014;EP2014-8;8;ChristenUnie-SGP;5;45;20;
Leiden;EP;2014;EP2014;EP2014-9;9;Artikel50;5;45;10;
Leiden;EP;2014;EP2014;EP2014-10;10;IQ, de Rechten-Plichten-Partij;5;45;0;
Leiden;EP;2014;EP2014;EP2014-11;11;Piratenpartij;5;45;18;
Leiden;EP;2014;EP2014;EP2014-12;12;50PLUS;5;45;17;
Leiden;EP;2014;EP2014;EP2014-13;13;De Groenen;5;45;1;
Leiden;EP;2014;EP2014;EP2014-14;14;Anti  EU(ro)  Partij;5;45;1;
Leiden;EP;2014;EP2014;EP2014-15;15;Liberaal Democratische Partij;5;45;1;
Leiden;EP;2014;EP2014;EP2014-16;16;JEZUS LEEFT;5;45;0;
Leiden;EP;2014;EP2014;EP2014-17;17;ikkiesvooreerlijk.eu;5;45;0;
Leiden;EP;2014;EP2014;EP2014-18;18;Partij voor de Dieren;5;45;50;
Leiden;EP;2014;EP2014;EP2014-19;19;Aandacht en Eenvoud;5;45;0;
Leiden;EP;2014;EP2014;EP2014-1;1;CDA - Europese Volkspartij;5;47;14;
Leiden;EP;2014;EP2014;EP2014-2;2;PVV (Partij voor de Vrijheid);5;47;55;
Leiden;EP;2014;EP2014;EP2014-3;3;P.v.d.A./Europese Sociaaldemocraten;5;47;39;
Leiden;EP;2014;EP2014;EP2014-4;4;VVD;5;47;6;
Leiden;EP;2014;EP2014;EP2014-5;5;Democraten 66 (D66) - ALDE;5;47;51;
Leiden;EP;2014;EP2014;EP2014-6;6;GROENLINKS;5;47;20;
Leiden;EP;2014;EP2014;EP2014-7;7;SP (Socialistische Partij);5;47;33;
Leiden;EP;2014;EP2014;EP2014-8;8;ChristenUnie-SGP;5;47;10;
Leiden;EP;2014;EP2014;EP2014-9;9;Artikel50;5;47;0;
Leiden;EP;2014;EP2014;EP2014-10;10;IQ, de Rechten-Plichten-Partij;5;47;0;
Leiden;EP;2014;EP2014;EP2014-11;11;Piratenpartij;5;47;2;
Leiden;EP;2014;EP2014;EP2014-12;12;50PLUS;5;47;6;
Leiden;EP;2014;EP2014;EP2014-13;13;De Groenen;5;47;0;
Leiden;EP;2014;EP2014;EP2014-14;14;Anti  EU(ro)  Partij;5;47;0;
Leiden;EP;2014;EP2014;EP2014-15;15;Liberaal Democratische Partij;5;47;0;
Leiden;EP;2014;EP2014;EP2014-16;16;JEZUS LEEFT;5;47;0;
Leiden;EP;2014;EP2014;EP2014-17;17;ikkiesvooreerlijk.eu;5;47;0;
Leiden;EP;2014;EP2014;EP2014-18;18;Partij voor de Dieren;5;47;12;
Leiden;EP;2014;EP2014;EP2014-19;19;Aandacht en Eenvoud;5;47;0;
Leiden;EP;2014;EP2014;EP2014-1;1;CDA - Europese Volkspartij;5;48;61;
Leiden;EP;2014;EP2014;EP2014-2;2;PVV (Partij voor de Vrijheid);5;48;90;
Leiden;EP;2014;EP2014;EP2014-3;3;P.v.d.A./Europese Sociaaldemocraten;5;48;92;
Leiden;EP;2014;EP2014;EP2014-4;4;VVD;5;48;59;
Leiden;EP;2014;EP2014;EP2014-5;5;Democraten 66 (D66) - ALDE;5;48;141;
Leiden;EP;2014;EP2014;EP2014-6;6;GROENLINKS;5;48;77;
Leiden;EP;2014;EP2014;EP2014-7;7;SP (Socialistische Partij);5;48;55;
Leiden;EP;2014;EP2014;EP2014-8;8;ChristenUnie-SGP;5;48;17;
Leiden;EP;2014;EP2014;EP2014-9;9;Artikel50;5;48;3;
Leiden;EP;2014;EP2014;EP2014-10;10;IQ, de Rechten-Plichten-Partij;5;48;0;
Leiden;EP;2014;EP2014;EP2014-11;11;Piratenpartij;5;48;7;
Leiden;EP;2014;EP2014;EP2014-12;12;50PLUS;5;48;24;
Leiden;EP;2014;EP2014;EP2014-13;13;De Groenen;5;48;0;
Leiden;EP;2014;EP2014;EP2014-14;14;Anti  EU(ro)  Partij;5;48;1;
Leiden;EP;2014;EP2014;EP2014-15;15;Liberaal Democratische Partij;5;48;1;
Leiden;EP;2014;EP2014;EP2014-16;16;JEZUS LEEFT;5;48;2;
Leiden;EP;2014;EP2014;EP2014-17;17;ikkiesvooreerlijk.eu;5;48;3;
Leiden;EP;2014;EP2014;EP2014-18;18;Partij voor de Dieren;5;48;38;
Leiden;EP;2014;EP2014;EP2014-19;19;Aandacht en Eenvoud;5;48;0;
Leiden;EP;2014;EP2014;EP2014-1;1;CDA - Europese Volkspartij;5;49;67;
Leiden;EP;2014;EP2014;EP2014-2;2;PVV (Partij voor de Vrijheid);5;49;100;
Leiden;EP;2014;EP2014;EP2014-3;3;P.v.d.A./Europese Sociaaldemocraten;5;49;68;
Leiden;EP;2014;EP2014;EP2014-4;4;VVD;5;49;63;
Leiden;EP;2014;EP2014;EP2014-5;5;Democraten 66 (D66) - ALDE;5;49;94;
Leiden;EP;2014;EP2014;EP2014-6;6;GROENLINKS;5;49;37;
Leiden;EP;2014;EP2014;EP2014-7;7;SP (Socialistische Partij);5;49;65;
Leiden;EP;2014;EP2014;EP2014-8;8;ChristenUnie-SGP;5;49;26;
Leiden;EP;2014;EP2014;EP2014-9;9;Artikel50;5;49;0;
Leiden;EP;2014;EP2014;EP2014-10;10;IQ, de Rechten-Plichten-Partij;5;49;0;
Leiden;EP;2014;EP2014;EP2014-11;11;Piratenpartij;5;49;7;
Leiden;EP;2014;EP2014;EP2014-12;12;50PLUS;5;49;19;
Leiden;EP;2014;EP2014;EP2014-13;13;De Groenen;5;49;2;
Leiden;EP;2014;EP2014;EP2014-14;14;Anti  EU(ro)  Partij;5;49;1;
Leiden;EP;2014;EP2014;EP2014-15;15;Liberaal Democratische Partij;5;49;1;
Leiden;EP;2014;EP2014;EP2014-16;16;JEZUS LEEFT;5;49;5;
Leiden;EP;2014;EP2014;EP2014-17;17;ikkiesvooreerlijk.eu;5;49;0;
Leiden;EP;2014;EP2014;EP2014-18;18;Partij voor de Dieren;5;49;38;
Leiden;EP;2014;EP2014;EP2014-19;19;Aandacht en Eenvoud;5;49;1;
Leiden;EP;2014;EP2014;EP2014-1;1;CDA - Europese Volkspartij;5;50;70;
Leiden;EP;2014;EP2014;EP2014-2;2;PVV (Partij voor de Vrijheid);5;50;103;
Leiden;EP;2014;EP2014;EP2014-3;3;P.v.d.A./Europese Sociaaldemocraten;5;50;43;
Leiden;EP;2014;EP2014;EP2014-4;4;VVD;5;50;34;
Leiden;EP;2014;EP2014;EP2014-5;5;Democraten 66 (D66) - ALDE;5;50;93;
Leiden;EP;2014;EP2014;EP2014-6;6;GROENLINKS;5;50;45;
Leiden;EP;2014;EP2014;EP2014-7;7;SP (Socialistische Partij);5;50;64;
Leiden;EP;2014;EP2014;EP2014-8;8;ChristenUnie-SGP;5;50;30;
Leiden;EP;2014;EP2014;EP2014-9;9;Artikel50;5;50;4;
Leiden;EP;2014;EP2014;EP2014-10;10;IQ, de Rechten-Plichten-Partij;5;50;0;
Leiden;EP;2014;EP2014;EP2014-11;11;Piratenpartij;5;50;4;
Leiden;EP;2014;EP2014;EP2014-12;12;50PLUS;5;50;29;
Leiden;EP;2014;EP2014;EP2014-13;13;De Groenen;5;50;3;
Leiden;EP;2014;EP2014;EP2014-14;14;Anti  EU(ro)  Partij;5;50;2;
Leiden;EP;2014;EP2014;EP2014-15;15;Liberaal Democratische Partij;5;50;0;
Leiden;EP;2014;EP2014;EP2014-16;16;JEZUS LEEFT;5;50;2;
Leiden;EP;2014;EP2014;EP2014-17;17;ikkiesvooreerlijk.eu;5;50;0;
Leiden;EP;2014;EP2014;EP2014-18;18;Partij voor de Dieren;5;50;27;
Leiden;EP;2014;EP2014;EP2014-19;19;Aandacht en Eenvoud;5;50;1;
Leiden;EP;2014;EP2014;EP2014-1;1;CDA - Europese Volkspartij;5;51;77;
Leiden;EP;2014;EP2014;EP2014-2;2;PVV (Partij voor de Vrijheid);5;51;113;
Leiden;EP;2014;EP2014;EP2014-3;3;P.v.d.A./Europese Sociaaldemocraten;5;51;46;
Leiden;EP;2014;EP2014;EP2014-4;4;VVD;5;51;62;
Leiden;EP;2014;EP2014;EP2014-5;5;Democraten 66 (D66) - ALDE;5;51;117;
Leiden;EP;2014;EP2014;EP2014-6;6;GROENLINKS;5;51;47;
Leiden;EP;2014;EP2014;EP2014-7;7;SP (Socialistische Partij);5;51;61;
Leiden;EP;2014;EP2014;EP2014-8;8;ChristenUnie-SGP;5;51;27;
Leiden;EP;2014;EP2014;EP2014-9;9;Artikel50;5;51;5;
Leiden;EP;2014;EP2014;EP2014-10;10;IQ, de Rechten-Plichten-Partij;5;51;0;
Leiden;EP;2014;EP2014;EP2014-11;11;Piratenpartij;5;51;8;
Leiden;EP;2014;EP2014;EP2014-12;12;50PLUS;5;51;28;
Leiden;EP;2014;EP2014;EP2014-13;13;De Groenen;5;51;2;
Leiden;EP;2014;EP2014;EP2014-14;14;Anti  EU(ro)  Partij;5;51;1;
Leiden;EP;2014;EP2014;EP2014-15;15;Liberaal Democratische Partij;5;51;3;
Leiden;EP;2014;EP2014;EP2014-16;16;JEZUS LEEFT;5;51;1;
Leiden;EP;2014;EP2014;EP2014-17;17;ikkiesvooreerlijk.eu;5;51;0;
Leiden;EP;2014;EP2014;EP2014-18;18;Partij voor de Dieren;5;51;40;
Leiden;EP;2014;EP2014;EP2014-19;19;Aandacht en Eenvoud;5;51;0;
Leiden;EP;2014;EP2014;EP2014-1;1;CDA - Europese Volkspartij;8;52;26;
Leiden;EP;2014;EP2014;EP2014-2;2;PVV (Partij voor de Vrijheid);8;52;86;
Leiden;EP;2014;EP2014;EP2014-3;3;P.v.d.A./Europese Sociaaldemocraten;8;52;63;
Leiden;EP;2014;EP2014;EP2014-4;4;VVD;8;52;18;
Leiden;EP;2014;EP2014;EP2014-5;5;Democraten 66 (D66) - ALDE;8;52;68;
Leiden;EP;2014;EP2014;EP2014-6;6;GROENLINKS;8;52;46;
Leiden;EP;2014;EP2014;EP2014-7;7;SP (Socialistische Partij);8;52;91;
Leiden;EP;2014;EP2014;EP2014-8;8;ChristenUnie-SGP;8;52;14;
Leiden;EP;2014;EP2014;EP2014-9;9;Artikel50;8;52;1;
Leiden;EP;2014;EP2014;EP2014-10;10;IQ, de Rechten-Plichten-Partij;8;52;0;
Leiden;EP;2014;EP2014;EP2014-11;11;Piratenpartij;8;52;11;
Leiden;EP;2014;EP2014;EP2014-12;12;50PLUS;8;52;9;
Leiden;EP;2014;EP2014;EP2014-13;13;De Groenen;8;52;2;
Leiden;EP;2014;EP2014;EP2014-14;14;Anti  EU(ro)  Partij;8;52;3;
Leiden;EP;2014;EP2014;EP2014-15;15;Liberaal Democratische Partij;8;52;0;
Leiden;EP;2014;EP2014;EP2014-16;16;JEZUS LEEFT;8;52;1;
Leiden;EP;2014;EP2014;EP2014-17;17;ikkiesvooreerlijk.eu;8;52;4;
Leiden;EP;2014;EP2014;EP2014-18;18;Partij voor de Dieren;8;52;19;
Leiden;EP;2014;EP2014;EP2014-19;19;Aandacht en Eenvoud;8;52;0;
Leiden;EP;2014;EP2014;EP2014-1;1;CDA - Europese Volkspartij;8;54;33;
Leiden;EP;2014;EP2014;EP2014-2;2;PVV (Partij voor de Vrijheid);8;54;40;
Leiden;EP;2014;EP2014;EP2014-3;3;P.v.d.A./Europese Sociaaldemocraten;8;54;90;
Leiden;EP;2014;EP2014;EP2014-4;4;VVD;8;54;44;
Leiden;EP;2014;EP2014;EP2014-5;5;Democraten 66 (D66) - ALDE;8;54;173;
Leiden;EP;2014;EP2014;EP2014-6;6;GROENLINKS;8;54;100;
Leiden;EP;2014;EP2014;EP2014-7;7;SP (Socialistische Partij);8;54;38;
Leiden;EP;2014;EP2014;EP2014-8;8;ChristenUnie-SGP;8;54;14;
Leiden;EP;2014;EP2014;EP2014-9;9;Artikel50;8;54;4;
Leiden;EP;2014;EP2014;EP2014-10;10;IQ, de Rechten-Plichten-Partij;8;54;0;
Leiden;EP;2014;EP2014;EP2014-11;11;Piratenpartij;8;54;3;
Leiden;EP;2014;EP2014;EP2014-12;12;50PLUS;8;54;9;
Leiden;EP;2014;EP2014;EP2014-13;13;De Groenen;8;54;3;
Leiden;EP;2014;EP2014;EP2014-14;14;Anti  EU(ro)  Partij;8;54;3;
Leiden;EP;2014;EP2014;EP2014-15;15;Liberaal Democratische Partij;8;54;0;
Leiden;EP;2014;EP2014;EP2014-16;16;JEZUS LEEFT;8;54;1;
Leiden;EP;2014;EP2014;EP2014-17;17;ikkiesvooreerlijk.eu;8;54;0;
Leiden;EP;2014;EP2014;EP2014-18;18;Partij voor de Dieren;8;54;24;
Leiden;EP;2014;EP2014;EP2014-19;19;Aandacht en Eenvoud;8;54;0;
Leiden;EP;2014;EP2014;EP2014-1;1;CDA - Europese Volkspartij;8;55;76;
Leiden;EP;2014;EP2014;EP2014-2;2;PVV (Partij voor de Vrijheid);8;55;64;
Leiden;EP;2014;EP2014;EP2014-3;3;P.v.d.A./Europese Sociaaldemocraten;8;55;107;
Leiden;EP;2014;EP2014;EP2014-4;4;VVD;8;55;89;
Leiden;EP;2014;EP2014;EP2014-5;5;Democraten 66 (D66) - ALDE;8;55;252;
Leiden;EP;2014;EP2014;EP2014-6;6;GROENLINKS;8;55;125;
Leiden;EP;2014;EP2014;EP2014-7;7;SP (Socialistische Partij);8;55;68;
Leiden;EP;2014;EP2014;EP2014-8;8;ChristenUnie-SGP;8;55;55;
Leiden;EP;2014;EP2014;EP2014-9;9;Artikel50;8;55;5;
Leiden;EP;2014;EP2014;EP2014-10;10;IQ, de Rechten-Plichten-Partij;8;55;1;
Leiden;EP;2014;EP2014;EP2014-11;11;Piratenpartij;8;55;10;
Leiden;EP;2014;EP2014;EP2014-12;12;50PLUS;8;55;20;
Leiden;EP;2014;EP2014;EP2014-13;13;De Groenen;8;55;1;
Leiden;EP;2014;EP2014;EP2014-14;14;Anti  EU(ro)  Partij;8;55;2;
Leiden;EP;2014;EP2014;EP2014-15;15;Liberaal Democratische Partij;8;55;0;
Leiden;EP;2014;EP2014;EP2014-16;16;JEZUS LEEFT;8;55;2;
Leiden;EP;2014;EP2014;EP2014-17;17;ikkiesvooreerlijk.eu;8;55;1;
Leiden;EP;2014;EP2014;EP2014-18;18;Partij voor de Dieren;8;55;36;
Leiden;EP;2014;EP2014;EP2014-19;19;Aandacht en Eenvoud;8;55;1;
Leiden;EP;2014;EP2014;EP2014-1;1;CDA - Europese Volkspartij;8;56;36;
Leiden;EP;2014;EP2014;EP2014-2;2;PVV (Partij voor de Vrijheid);8;56;43;
Leiden;EP;2014;EP2014;EP2014-3;3;P.v.d.A./Europese Sociaaldemocraten;8;56;72;
Leiden;EP;2014;EP2014;EP2014-4;4;VVD;8;56;50;
Leiden;EP;2014;EP2014;EP2014-5;5;Democraten 66 (D66) - ALDE;8;56;127;
Leiden;EP;2014;EP2014;EP2014-6;6;GROENLINKS;8;56;95;
Leiden;EP;2014;EP2014;EP2014-7;7;SP (Socialistische Partij);8;56;38;
Leiden;EP;2014;EP2014;EP2014-8;8;ChristenUnie-SGP;8;56;14;
Leiden;EP;2014;EP2014;EP2014-9;9;Artikel50;8;56;7;
Leiden;EP;2014;EP2014;EP2014-10;10;IQ, de Rechten-Plichten-Partij;8;56;0;
Leiden;EP;2014;EP2014;EP2014-11;11;Piratenpartij;8;56;3;
Leiden;EP;2014;EP2014;EP2014-12;12;50PLUS;8;56;16;
Leiden;EP;2014;EP2014;EP2014-13;13;De Groenen;8;56;1;
Leiden;EP;2014;EP2014;EP2014-14;14;Anti  EU(ro)  Partij;8;56;1;
Leiden;EP;2014;EP2014;EP2014-15;15;Liberaal Democratische Partij;8;56;0;
Leiden;EP;2014;EP2014;EP2014-16;16;JEZUS LEEFT;8;56;1;
Leiden;EP;2014;EP2014;EP2014-17;17;ikkiesvooreerlijk.eu;8;56;1;
Leiden;EP;2014;EP2014;EP2014-18;18;Partij voor de Dieren;8;56;29;
Leiden;EP;2014;EP2014;EP2014-19;19;Aandacht en Eenvoud;8;56;1;
Leiden;EP;2014;EP2014;EP2014-1;1;CDA - Europese Volkspartij;8;57;53;
Leiden;EP;2014;EP2014;EP2014-2;2;PVV (Partij voor de Vrijheid);8;57;50;
Leiden;EP;2014;EP2014;EP2014-3;3;P.v.d.A./Europese Sociaaldemocraten;8;57;87;
Leiden;EP;2014;EP2014;EP2014-4;4;VVD;8;57;80;
Leiden;EP;2014;EP2014;EP2014-5;5;Democraten 66 (D66) - ALDE;8;57;183;
Leiden;EP;2014;EP2014;EP2014-6;6;GROENLINKS;8;57;90;
Leiden;EP;2014;EP2014;EP2014-7;7;SP (Socialistische Partij);8;57;36;
Leiden;EP;2014;EP2014;EP2014-8;8;ChristenUnie-SGP;8;57;17;
Leiden;EP;2014;EP2014;EP2014-9;9;Artikel50;8;57;4;
Leiden;EP;2014;EP2014;EP2014-10;10;IQ, de Rechten-Plichten-Partij;8;57;1;
Leiden;EP;2014;EP2014;EP2014-11;11;Piratenpartij;8;57;7;
Leiden;EP;2014;EP2014;EP2014-12;12;50PLUS;8;57;18;
Leiden;EP;2014;EP2014;EP2014-13;13;De Groenen;8;57;4;
Leiden;EP;2014;EP2014;EP2014-14;14;Anti  EU(ro)  Partij;8;57;0;
Leiden;EP;2014;EP2014;EP2014-15;15;Liberaal Democratische Partij;8;57;0;
Leiden;EP;2014;EP2014;EP2014-16;16;JEZUS LEEFT;8;57;1;
Leiden;EP;2014;EP2014;EP2014-17;17;ikkiesvooreerlijk.eu;8;57;0;
Leiden;EP;2014;EP2014;EP2014-18;18;Partij voor de Dieren;8;57;31;
Leiden;EP;2014;EP2014;EP2014-19;19;Aandacht en Eenvoud;8;57;0;
Leiden;EP;2014;EP2014;EP2014-1;1;CDA - Europese Volkspartij;8;58;95;
Leiden;EP;2014;EP2014;EP2014-2;2;PVV (Partij voor de Vrijheid);8;58;137;
Leiden;EP;2014;EP2014;EP2014-3;3;P.v.d.A./Europese Sociaaldemocraten;8;58;120;
Leiden;EP;2014;EP2014;EP2014-4;4;VVD;8;58;99;
Leiden;EP;2014;EP2014;EP2014-5;5;Democraten 66 (D66) - ALDE;8;58;207;
Leiden;EP;2014;EP2014;EP2014-6;6;GROENLINKS;8;58;93;
Leiden;EP;2014;EP2014;EP2014-7;7;SP (Socialistische Partij);8;58;91;
Leiden;EP;2014;EP2014;EP2014-8;8;ChristenUnie-SGP;8;58;28;
Leiden;EP;2014;EP2014;EP2014-9;9;Artikel50;8;58;0;
Leiden;EP;2014;EP2014;EP2014-10;10;IQ, de Rechten-Plichten-Partij;8;58;0;
Leiden;EP;2014;EP2014;EP2014-11;11;Piratenpartij;8;58;11;
Leiden;EP;2014;EP2014;EP2014-12;12;50PLUS;8;58;30;
Leiden;EP;2014;EP2014;EP2014-13;13;De Groenen;8;58;2;
Leiden;EP;2014;EP2014;EP2014-14;14;Anti  EU(ro)  Partij;8;58;2;
Leiden;EP;2014;EP2014;EP2014-15;15;Liberaal Democratische Partij;8;58;0;
Leiden;EP;2014;EP2014;EP2014-16;16;JEZUS LEEFT;8;58;1;
Leiden;EP;2014;EP2014;EP2014-17;17;ikkiesvooreerlijk.eu;8;58;1;
Leiden;EP;2014;EP2014;EP2014-18;18;Partij voor de Dieren;8;58;42;
Leiden;EP;2014;EP2014;EP2014-19;19;Aandacht en Eenvoud;8;58;1;
Leiden;EP;2014;EP2014;EP2014-1;1;CDA - Europese Volkspartij;8;59;50;
Leiden;EP;2014;EP2014;EP2014-2;2;PVV (Partij voor de Vrijheid);8;59;76;
Leiden;EP;2014;EP2014;EP2014-3;3;P.v.d.A./Europese Sociaaldemocraten;8;59;70;
Leiden;EP;2014;EP2014;EP2014-4;4;VVD;8;59;84;
Leiden;EP;2014;EP2014;EP2014-5;5;Democraten 66 (D66) - ALDE;8;59;159;
Leiden;EP;2014;EP2014;EP2014-6;6;GROENLINKS;8;59;55;
Leiden;EP;2014;EP2014;EP2014-7;7;SP (Socialistische Partij);8;59;74;
Leiden;EP;2014;EP2014;EP2014-8;8;ChristenUnie-SGP;8;59;32;
Leiden;EP;2014;EP2014;EP2014-9;9;Artikel50;8;59;2;
Leiden;EP;2014;EP2014;EP2014-10;10;IQ, de Rechten-Plichten-Partij;8;59;0;
Leiden;EP;2014;EP2014;EP2014-11;11;Piratenpartij;8;59;12;
Leiden;EP;2014;EP2014;EP2014-12;12;50PLUS;8;59;7;
Leiden;EP;2014;EP2014;EP2014-13;13;De Groenen;8;59;1;
Leiden;EP;2014;EP2014;EP2014-14;14;Anti  EU(ro)  Partij;8;59;1;
Leiden;EP;2014;EP2014;EP2014-15;15;Liberaal Democratische Partij;8;59;1;
Leiden;EP;2014;EP2014;EP2014-16;16;JEZUS LEEFT;8;59;2;
Leiden;EP;2014;EP2014;EP2014-17;17;ikkiesvooreerlijk.eu;8;59;1;
Leiden;EP;2014;EP2014;EP2014-18;18;Partij voor de Dieren;8;59;40;
Leiden;EP;2014;EP2014;EP2014-19;19;Aandacht en Eenvoud;8;59;1;
Leiden;EP;2014;EP2014;EP2014-1;1;CDA - Europese Volkspartij;9;60;50;
Leiden;EP;2014;EP2014;EP2014-2;2;PVV (Partij voor de Vrijheid);9;60;119;
Leiden;EP;2014;EP2014;EP2014-3;3;P.v.d.A./Europese Sociaaldemocraten;9;60;90;
Leiden;EP;2014;EP2014;EP2014-4;4;VVD;9;60;65;
Leiden;EP;2014;EP2014;EP2014-5;5;Democraten 66 (D66) - ALDE;9;60;116;
Leiden;EP;2014;EP2014;EP2014-6;6;GROENLINKS;9;60;77;
Leiden;EP;2014;EP2014;EP2014-7;7;SP (Socialistische Partij);9;60;93;
Leiden;EP;2014;EP2014;EP2014-8;8;ChristenUnie-SGP;9;60;12;
Leiden;EP;2014;EP2014;EP2014-9;9;Artikel50;9;60;6;
Leiden;EP;2014;EP2014;EP2014-10;10;IQ, de Rechten-Plichten-Partij;9;60;0;
Leiden;EP;2014;EP2014;EP2014-11;11;Piratenpartij;9;60;11;
Leiden;EP;2014;EP2014;EP2014-12;12;50PLUS;9;60;24;
Leiden;EP;2014;EP2014;EP2014-13;13;De Groenen;9;60;2;
Leiden;EP;2014;EP2014;EP2014-14;14;Anti  EU(ro)  Partij;9;60;1;
Leiden;EP;2014;EP2014;EP2014-15;15;Liberaal Democratische Partij;9;60;0;
Leiden;EP;2014;EP2014;EP2014-16;16;JEZUS LEEFT;9;60;2;
Leiden;EP;2014;EP2014;EP2014-17;17;ikkiesvooreerlijk.eu;9;60;0;
Leiden;EP;2014;EP2014;EP2014-18;18;Partij voor de Dieren;9;60;46;
Leiden;EP;2014;EP2014;EP2014-19;19;Aandacht en Eenvoud;9;60;0;
Leiden;EP;2014;EP2014;EP2014-1;1;CDA - Europese Volkspartij;9;61;31;
Leiden;EP;2014;EP2014;EP2014-2;2;PVV (Partij voor de Vrijheid);9;61;95;
Leiden;EP;2014;EP2014;EP2014-3;3;P.v.d.A./Europese Sociaaldemocraten;9;61;57;
Leiden;EP;2014;EP2014;EP2014-4;4;VVD;9;61;26;
Leiden;EP;2014;EP2014;EP2014-5;5;Democraten 66 (D66) - ALDE;9;61;58;
Leiden;EP;2014;EP2014;EP2014-6;6;GROENLINKS;9;61;27;
Leiden;EP;2014;EP2014;EP2014-7;7;SP (Socialistische Partij);9;61;79;
Leiden;EP;2014;EP2014;EP2014-8;8;ChristenUnie-SGP;9;61;15;
Leiden;EP;2014;EP2014;EP2014-9;9;Artikel50;9;61;2;
Leiden;EP;2014;EP2014;EP2014-10;10;IQ, de Rechten-Plichten-Partij;9;61;0;
Leiden;EP;2014;EP2014;EP2014-11;11;Piratenpartij;9;61;5;
Leiden;EP;2014;EP2014;EP2014-12;12;50PLUS;9;61;13;
Leiden;EP;2014;EP2014;EP2014-13;13;De Groenen;9;61;0;
Leiden;EP;2014;EP2014;EP2014-14;14;Anti  EU(ro)  Partij;9;61;5;
Leiden;EP;2014;EP2014;EP2014-15;15;Liberaal Democratische Partij;9;61;0;
Leiden;EP;2014;EP2014;EP2014-16;16;JEZUS LEEFT;9;61;2;
Leiden;EP;2014;EP2014;EP2014-17;17;ikkiesvooreerlijk.eu;9;61;0;
Leiden;EP;2014;EP2014;EP2014-18;18;Partij voor de Dieren;9;61;24;
Leiden;EP;2014;EP2014;EP2014-19;19;Aandacht en Eenvoud;9;61;1;
Leiden;EP;2014;EP2014;EP2014-1;1;CDA - Europese Volkspartij;9;62;38;
Leiden;EP;2014;EP2014;EP2014-2;2;PVV (Partij voor de Vrijheid);9;62;88;
Leiden;EP;2014;EP2014;EP2014-3;3;P.v.d.A./Europese Sociaaldemocraten;9;62;54;
Leiden;EP;2014;EP2014;EP2014-4;4;VVD;9;62;28;
Leiden;EP;2014;EP2014;EP2014-5;5;Democraten 66 (D66) - ALDE;9;62;52;
Leiden;EP;2014;EP2014;EP2014-6;6;GROENLINKS;9;62;30;
Leiden;EP;2014;EP2014;EP2014-7;7;SP (Socialistische Partij);9;62;51;
Leiden;EP;2014;EP2014;EP2014-8;8;ChristenUnie-SGP;9;62;7;
Leiden;EP;2014;EP2014;EP2014-9;9;Artikel50;9;62;0;
Leiden;EP;2014;EP2014;EP2014-10;10;IQ, de Rechten-Plichten-Partij;9;62;1;
Leiden;EP;2014;EP2014;EP2014-11;11;Piratenpartij;9;62;1;
Leiden;EP;2014;EP2014;EP2014-12;12;50PLUS;9;62;19;
Leiden;EP;2014;EP2014;EP2014-13;13;De Groenen;9;62;0;
Leiden;EP;2014;EP2014;EP2014-14;14;Anti  EU(ro)  Partij;9;62;1;
Leiden;EP;2014;EP2014;EP2014-15;15;Liberaal Democratische Partij;9;62;0;
Leiden;EP;2014;EP2014;EP2014-16;16;JEZUS LEEFT;9;62;1;
Leiden;EP;2014;EP2014;EP2014-17;17;ikkiesvooreerlijk.eu;9;62;1;
Leiden;EP;2014;EP2014;EP2014-18;18;Partij voor de Dieren;9;62;25;
Leiden;EP;2014;EP2014;EP2014-19;19;Aandacht en Eenvoud;9;62;0;
Leiden;EP;2014;EP2014;EP2014-1;1;CDA - Europese Volkspartij;9;63;52;
Leiden;EP;2014;EP2014;EP2014-2;2;PVV (Partij voor de Vrijheid);9;63;136;
Leiden;EP;2014;EP2014;EP2014-3;3;P.v.d.A./Europese Sociaaldemocraten;9;63;64;
Leiden;EP;2014;EP2014;EP2014-4;4;VVD;9;63;38;
Leiden;EP;2014;EP2014;EP2014-5;5;Democraten 66 (D66) - ALDE;9;63;107;
Leiden;EP;2014;EP2014;EP2014-6;6;GROENLINKS;9;63;36;
Leiden;EP;2014;EP2014;EP2014-7;7;SP (Socialistische Partij);9;63;85;
Leiden;EP;2014;EP2014;EP2014-8;8;ChristenUnie-SGP;9;63;16;
Leiden;EP;2014;EP2014;EP2014-9;9;Artikel50;9;63;1;
