gemeente;soort;jaar;verkiezing;"verkiezing-
partij";p;partij;w;sb;stemmen;opmerking
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;1;5;130;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;1;5;11;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;1;5;52;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;1;5;62;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;1;5;2;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;1;5;0;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;1;5;1;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;1;5;3;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;1;5;32;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;1;5;4;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;1;5;32;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;1;5;0;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;1;6;47;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;1;6;170;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;1;6;122;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;1;6;169;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;1;6;17;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;1;6;112;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;1;6;74;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;1;6;8;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;1;6;0;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;1;6;0;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;1;6;1;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;1;6;51;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;1;6;13;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;1;6;29;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;1;6;0;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;1;7;61;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;1;7;169;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;1;7;143;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;1;7;125;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;1;7;15;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;1;7;134;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;1;7;56;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;1;7;12;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;1;7;0;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;1;7;0;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;1;7;2;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;1;7;29;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;1;7;8;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;1;7;28;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;1;7;0;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;1;8;59;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;1;8;134;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;1;8;106;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;1;8;162;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;1;8;37;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;1;8;96;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;1;8;70;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;1;8;6;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;1;8;0;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;1;8;2;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;1;8;2;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;1;8;42;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;1;8;3;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;1;8;29;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;1;8;0;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;1;9;53;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;1;9;170;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;1;9;109;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;1;9;161;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;1;9;19;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;1;9;80;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;1;9;72;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;1;9;2;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;1;9;1;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;1;9;3;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;1;9;0;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;1;9;36;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;1;9;12;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;1;9;46;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;1;9;1;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;1;10;38;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;1;10;159;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;1;10;129;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;1;10;115;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;1;10;14;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;1;10;75;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;1;10;58;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;1;10;4;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;1;10;0;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;1;10;0;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;1;10;2;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;1;10;34;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;1;10;7;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;1;10;28;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;1;10;0;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;1;11;65;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;1;11;103;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;1;11;108;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;1;11;93;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;1;11;6;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;1;11;77;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;1;11;38;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;1;11;3;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;1;11;0;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;1;11;1;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;1;11;0;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;1;11;31;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;1;11;7;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;1;11;23;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;1;11;0;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;6;12;48;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;6;12;162;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;6;12;81;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;6;12;162;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;6;12;27;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;6;12;101;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;6;12;90;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;6;12;3;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;6;12;0;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;6;12;0;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;6;12;1;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;6;12;53;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;6;12;15;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;6;12;35;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;6;12;2;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;6;13;65;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;6;13;181;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;6;13;65;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;6;13;119;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;6;13;27;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;6;13;57;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;6;13;65;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;6;13;1;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;6;13;1;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;6;13;0;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;6;13;2;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;6;13;29;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;6;13;10;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;6;13;42;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;6;13;0;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;6;14;125;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;6;14;172;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;6;14;89;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;6;14;67;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;6;14;16;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;6;14;26;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;6;14;79;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;6;14;0;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;6;14;0;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;6;14;0;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;6;14;1;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;6;14;61;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;6;14;11;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;6;14;23;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;6;14;2;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;6;15;28;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;6;15;135;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;6;15;30;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;6;15;55;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;6;15;10;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;6;15;21;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;6;15;49;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;6;15;1;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;6;15;0;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;6;15;3;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;6;15;2;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;6;15;21;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;6;15;10;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;6;15;19;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;6;15;0;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;6;16;73;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;6;16;180;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;6;16;59;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;6;16;50;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;6;16;15;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;6;16;36;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;6;16;61;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;6;16;1;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;6;16;2;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;6;16;0;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;6;16;1;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;6;16;35;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;6;16;30;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;6;16;18;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;6;16;0;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;6;17;141;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;6;17;204;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;6;17;64;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;6;17;67;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;6;17;19;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;6;17;18;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;6;17;60;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;6;17;0;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;6;17;0;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;6;17;0;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;6;17;2;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;6;17;38;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;6;17;23;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;6;17;22;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;6;17;0;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;7;18;57;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;7;18;160;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;7;18;96;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;7;18;158;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;7;18;8;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;7;18;98;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;7;18;47;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;7;18;5;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;7;18;2;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;7;18;1;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;7;18;0;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;7;18;46;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;7;18;11;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;7;18;35;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;7;18;0;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;7;19;97;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;7;19;182;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;7;19;131;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;7;19;197;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;7;19;18;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;7;19;99;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;7;19;57;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;7;19;3;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;7;19;1;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;7;19;0;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;7;19;2;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;7;19;73;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;7;19;11;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;7;19;48;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;7;19;1;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;2;20;76;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;2;20;194;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;2;20;107;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;2;20;159;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;2;20;12;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;2;20;90;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;2;20;63;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;2;20;0;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;2;20;0;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;2;20;1;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;2;20;1;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;2;20;61;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;2;20;9;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;2;20;28;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;2;20;0;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;3;21;50;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;3;21;173;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;3;21;51;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;3;21;127;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;3;21;12;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;3;21;56;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;3;21;70;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;3;21;0;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;3;21;2;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;3;21;0;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;3;21;1;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;3;21;13;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;3;21;8;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;3;21;24;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;3;21;0;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;3;22;32;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;3;22;153;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;3;22;49;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;3;22;106;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;3;22;18;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;3;22;44;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;3;22;67;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;3;22;0;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;3;22;1;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;3;22;1;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;3;22;0;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;3;22;25;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;3;22;18;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;3;22;32;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;3;22;0;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;3;23;20;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;3;23;141;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;3;23;12;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;3;23;37;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;3;23;3;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;3;23;7;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;3;23;54;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;3;23;0;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;3;23;0;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;3;23;0;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;3;23;3;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;3;23;10;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;3;23;5;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;3;23;10;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;3;23;0;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;3;24;26;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;3;24;121;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;3;24;18;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;3;24;71;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;3;24;11;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;3;24;12;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;3;24;66;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;3;24;0;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;3;24;1;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;3;24;1;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;3;24;0;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;3;24;17;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;3;24;23;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;3;24;23;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;3;24;0;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;3;26;33;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;3;26;167;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;3;26;35;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;3;26;53;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;3;26;10;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;3;26;25;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;3;26;56;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;3;26;0;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;3;26;4;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;3;26;1;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;3;26;1;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;3;26;15;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;3;26;12;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;3;26;24;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;3;26;1;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;3;27;46;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;3;27;132;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;3;27;16;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;3;27;35;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;3;27;8;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;3;27;8;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;3;27;48;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;3;27;0;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;3;27;0;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;3;27;2;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;3;27;0;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;3;27;10;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;3;27;5;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;3;27;10;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;3;27;0;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;3;28;18;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;3;28;133;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;3;28;18;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;3;28;43;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;3;28;5;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;3;28;22;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;3;28;53;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;3;28;1;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;3;28;4;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;3;28;0;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;3;28;1;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;3;28;25;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;3;28;15;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;3;28;12;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;3;28;2;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;1;29;41;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;1;29;175;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;1;29;40;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;1;29;81;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;1;29;14;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;1;29;33;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;1;29;58;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;1;29;2;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;1;29;4;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;1;29;0;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;1;29;2;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;1;29;31;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;1;29;21;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;1;29;30;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;1;29;0;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;4;30;123;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;4;30;161;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;4;30;60;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;4;30;50;
Leiden;EP;2004;EP2004;EP2004-5;5;CU-SGP;4;30;23;
Leiden;EP;2004;EP2004;EP2004-6;6;D66;4;30;36;
Leiden;EP;2004;EP2004;EP2004-7;7;SP;4;30;60;
Leiden;EP;2004;EP2004;EP2004-8;8;DemEur;4;30;0;
Leiden;EP;2004;EP2004;EP2004-9;9;LeefbEur;4;30;0;
Leiden;EP;2004;EP2004;EP2004-10;10;PvhN;4;30;0;
Leiden;EP;2004;EP2004;EP2004-11;11;NwRechts;4;30;4;
Leiden;EP;2004;EP2004;EP2004-12;12;EurTrans;4;30;43;
Leiden;EP;2004;EP2004;EP2004-13;13;LPF;4;30;12;
Leiden;EP;2004;EP2004;EP2004-14;14;PvdD;4;30;18;
Leiden;EP;2004;EP2004;EP2004-15;15;RespNu;4;30;1;
Leiden;EP;2004;EP2004;EP2004-1;1;CDA;4;31;114;
Leiden;EP;2004;EP2004;EP2004-2;2;PvdA;4;31;119;
Leiden;EP;2004;EP2004;EP2004-3;3;VVD;4;31;177;
Leiden;EP;2004;EP2004;EP2004-4;4;GRLINKS;4;31;86;
